66631,271
16720,267
51705,266
9030,258
64173,236
51749,224
661,213
74302,204
69550,195
73060,194
73662,191
30351,190
45234,189
72492,188
53099,186
32191,184
66257,184
40575,183
62493,182
38789,181
67357,181
73845,179
57650,178
74189,178
17801,176
38046,176
55587,176
7898,175
66149,175
26704,174
43327,174
64355,174
31465,173
31782,172
53040,171
67286,171
4096,170
13361,170
14538,170
27137,170
55040,170
61107,170
66364,169
69535,169
70659,169
10104,168
43446,168
1,167
23053,167
34880,167
59294,167
70664,167
74082,167
26198,166
63008,166
29734,165
52544,165
57460,165
64321,165
16517,164
16804,164
54231,164
69371,164
70267,164
13753,163
21032,163
65526,163
38493,162
52908,162
60499,162
25373,160
73287,160
6706,159
24042,159
50490,159
53936,159
66363,159
74094,159
13837,158
39901,158
52647,158
58080,158
65770,158
66284,158
44575,157
51084,157
57737,157
9430,156
63647,156
64659,156
26140,155
46130,155
73260,155
3087,154
12329,154
28055,154
50126,154
59326,154
70657,154
73838,154
34655,153
49296,153
66686,153
46402,152
57918,152
72883,152
74103,152
7437,151
43290,151
14025,150
44090,150
73852,150
10902,149
13713,149
25548,149
41203,149
51174,149
54181,149
58139,149
70574,149
11601,148
49983,148
63016,148
70902,148
70924,148
72392,148
32799,147
36024,147
41792,147
43517,147
48747,147
51754,147
57787,147
63700,147
67072,147
68922,147
34535,146
57920,146
71140,146
71253,146
119,145
50884,145
64895,145
66761,145
70058,145
70676,145
70718,145
13526,144
53703,144
60333,144
61831,144
74127,144
875,143
4214,143
11030,143
34032,143
48682,143
52633,143
53969,143
59821,143
41623,142
47222,142
58838,142
63501,142
68031,142
69015,142
72420,142
72867,142
73937,142
24044,141
49336,141
63566,141
67762,141
70543,141
23846,140
48162,140
58066,140
71030,140
31636,139
38136,139
46835,139
52706,139
68434,139
71734,139
6718,138
7678,138
16054,138
31500,138
38166,138
51398,138
69514,138
15411,137
20098,137
25882,137
36172,137
41179,137
48496,137
50769,137
59303,137
63040,137
65361,137
14744,136
45412,136
48955,136
72129,136
72439,136
162,135
16175,135
23597,135
43409,135
48553,135
54145,135
58005,135
67690,135
70501,135
70538,135
71639,135
29947,134
33818,134
36593,134
46276,134
46651,134
56497,134
61844,134
6736,133
7566,133
13294,133
26491,133
38103,133
46304,133
66434,133
6877,132
15974,132
20374,132
28980,132
50074,132
57943,132
67749,132
69587,132
72413,132
15552,131
29722,131
43320,131
51595,131
53717,131
56710,131
58074,131
62947,131
64768,131
65965,131
8905,130
42616,130
44602,130
45336,130
51804,130
56946,130
58952,130
70438,130
71881,130
72925,130
73056,130
7458,129
23372,129
26543,129
31842,129
41691,129
49575,129
51237,129
53458,129
56923,129
59349,129
67144,129
12710,128
14225,128
35088,128
50535,128
51166,128
53052,128
54292,128
57738,128
58636,128
66415,128
71733,128
12163,127
19146,127
25148,127
35062,127
50655,127
60744,127
66011,127
245,126
6595,126
18093,126
18936,126
30874,126
34870,126
48008,126
48129,126
50744,126
52758,126
57725,126
57895,126
70474,126
71688,126
4125,125
7764,125
10482,125
13731,125
24022,125
37492,125
37699,125
52147,125
52498,125
74109,125
11341,124
11400,124
14562,124
20680,124
42931,124
51203,124
65451,124
70533,124
71221,124
72318,124
73747,124
2109,123
13644,123
14385,123
16439,123
22724,123
23912,123
26576,123
31416,123
31868,123
34376,123
46918,123
52396,123
57609,123
57953,123
60948,123
63912,123
66738,123
68504,123
72478,123
1404,122
2067,122
7895,122
15479,122
17688,122
19514,122
38776,122
42787,122
52219,122
52349,122
55322,122
64516,122
69911,122
14055,121
17132,121
30480,121
36994,121
43535,121
48003,121
49496,121
51578,121
68281,121
11811,120
14589,120
23974,120
34905,120
50477,120
53521,120
56874,120
60647,120
62443,120
67598,120
68986,120
69793,120
70180,120
70677,120
73007,120
4203,119
5765,119
7199,119
10480,119
13057,119
15742,119
31136,119
40043,119
41387,119
45678,119
47418,119
51957,119
57554,119
57952,119
64922,119
71284,119
73082,119
2352,118
18684,118
41235,118
53105,118
56252,118
58598,118
59460,118
61382,118
62832,118
64254,118
64515,118
66995,118
67573,118
69248,118
71382,118
12640,117
16250,117
19542,117
38965,117
43785,117
44981,117
54022,117
55444,117
56807,117
58303,117
59832,117
60460,117
61798,117
63515,117
68540,117
69395,117
72647,117
72890,117
73038,117
73231,117
13480,116
17294,116
17800,116
20417,116
22447,116
31992,116
32343,116
36611,116
45880,116
47990,116
48512,116
50644,116
51614,116
52768,116
57903,116
58900,116
61705,116
68006,116
69298,116
69421,116
72862,116
72999,116
686,115
31299,115
33858,115
39510,115
45956,115
48192,115
49398,115
52304,115
53846,115
60091,115
68936,115
71157,115
74083,115
74324,115
599,114
2259,114
5859,114
9076,114
19336,114
36326,114
37610,114
40900,114
41438,114
50698,114
62671,114
64831,114
65198,114
66123,114
67593,114
70028,114
70318,114
70926,114
73909,114
1885,113
8516,113
17948,113
21560,113
21585,113
25527,113
32221,113
36954,113
37939,113
41910,113
42567,113
43168,113
44853,113
53087,113
56206,113
64930,113
66965,113
67189,113
70983,113
71071,113
16928,112
24993,112
31320,112
41698,112
42430,112
43464,112
48027,112
50104,112
56775,112
58759,112
60711,112
61047,112
61118,112
63405,112
71029,112
8064,111
19221,111
19986,111
32534,111
41533,111
42032,111
42242,111
44533,111
48904,111
50977,111
59387,111
60999,111
62037,111
67907,111
68491,111
69742,111
13965,110
19065,110
24832,110
31788,110
32483,110
43201,110
45609,110
46173,110
56798,110
57315,110
59804,110
64644,110
67102,110
7913,109
11963,109
13273,109
19148,109
21936,109
22022,109
22771,109
25080,109
42245,109
43624,109
52020,109
53014,109
54971,109
56990,109
57805,109
64243,109
65521,109
68524,109
68747,109
71421,109
71587,109
73107,109
4553,108
7466,108
19728,108
32427,108
33022,108
37597,108
39300,108
43874,108
48690,108
54236,108
55280,108
55869,108
57270,108
58973,108
59189,108
59364,108
59665,108
61608,108
61819,108
67473,108
70494,108
2756,107
9097,107
9815,107
18406,107
20137,107
21647,107
29715,107
31028,107
31102,107
36692,107
51403,107
54253,107
54954,107
56309,107
57189,107
62120,107
62664,107
64967,107
65141,107
66617,107
69370,107
72139,107
72428,107
72704,107
73113,107
8581,106
13785,106
17304,106
17447,106
22284,106
24790,106
30267,106
36934,106
37502,106
44111,106
48799,106
52263,106
52280,106
54390,106
55928,106
60753,106
62758,106
63883,106
67335,106
68868,106
69226,106
70470,106
72092,106
73546,106
160,105
9532,105
12823,105
13760,105
14489,105
15652,105
16306,105
25807,105
29099,105
33011,105
39636,105
45087,105
46215,105
49226,105
55792,105
55813,105
56697,105
59267,105
62474,105
65431,105
66978,105
68763,105
72219,105
72809,105
73798,105
6952,104
13612,104
14598,104
18699,104
19538,104
22380,104
22626,104
31075,104
36409,104
39081,104
39477,104
41633,104
41953,104
42255,104
45332,104
45701,104
50478,104
50547,104
51820,104
62210,104
69233,104
489,103
7535,103
11475,103
14834,103
15618,103
21824,103
26411,103
30724,103
35224,103
43946,103
43975,103
47292,103
50511,103
57240,103
57298,103
57469,103
58148,103
58357,103
64619,103
68371,103
70074,103
71904,103
71906,103
72462,103
72743,103
73125,103
73503,103
6743,102
21601,102
27250,102
33408,102
39258,102
42438,102
50071,102
53461,102
53495,102
54613,102
56983,102
57782,102
59600,102
62237,102
63894,102
63979,102
65161,102
66558,102
66963,102
67262,102
70310,102
73683,102
73818,102
74409,102
7995,101
8036,101
17008,101
17317,101
17719,101
23373,101
30454,101
31373,101
31707,101
33505,101
37289,101
38773,101
40020,101
46201,101
52779,101
52900,101
54089,101
57867,101
58546,101
60489,101
61398,101
64143,101
69692,101
69799,101
70779,101
73446,101
73816,101
10656,100
17354,100
26348,100
27061,100
31528,100
32071,100
36945,100
38916,100
46785,100
48353,100
50855,100
52370,100
52475,100
53049,100
56015,100
58003,100
60645,100
61428,100
62281,100
62291,100
65303,100
67283,100
68931,100
69244,100
70475,100
70615,100
74190,100
8785,99
10587,99
30953,99
31810,99
39217,99
40867,99
43849,99
45136,99
48889,99
50684,99
50871,99
51914,99
53723,99
55613,99
59669,99
61345,99
63928,99
64253,99
66862,99
68668,99
71000,99
72423,99
3319,98
12507,98
15410,98
17123,98
17305,98
19273,98
20422,98
22249,98
29009,98
31964,98
37099,98
37505,98
40701,98
43866,98
47325,98
56636,98
58282,98
60546,98
61066,98
61880,98
62293,98
65097,98
65564,98
66320,98
71786,98
3492,97
7528,97
10311,97
16644,97
19945,97
24595,97
26851,97
30585,97
34166,97
35805,97
37899,97
38387,97
45612,97
48688,97
50375,97
51266,97
56068,97
57644,97
58409,97
58986,97
61347,97
61652,97
65540,97
66693,97
66757,97
68688,97
69402,97
70223,97
71903,97
74070,97
10245,96
10417,96
18161,96
23938,96
25869,96
25933,96
26936,96
27452,96
34189,96
34422,96
41571,96
41881,96
44082,96
49653,96
49691,96
51784,96
51965,96
52033,96
55493,96
56129,96
56476,96
58575,96
60201,96
60510,96
61590,96
62020,96
63007,96
65011,96
66259,96
67526,96
71449,96
71527,96
72584,96
622,95
6122,95
7942,95
9768,95
10449,95
10647,95
14327,95
16209,95
16599,95
21028,95
22691,95
25724,95
31252,95
34962,95
40041,95
42831,95
44018,95
45557,95
47086,95
52826,95
53444,95
56554,95
57418,95
57744,95
58038,95
58491,95
58752,95
60636,95
63000,95
63559,95
65084,95
65680,95
66138,95
66444,95
67219,95
67438,95
69737,95
71392,95
71858,95
73453,95
73876,95
8313,94
8861,94
8955,94
19946,94
21772,94
30366,94
30850,94
33172,94
33628,94
36435,94
36442,94
36841,94
37172,94
40474,94
44038,94
44121,94
45471,94
45602,94
48075,94
48838,94
50799,94
53293,94
55207,94
56169,94
58027,94
58380,94
58714,94
59647,94
59789,94
64196,94
67292,94
67941,94
72434,94
73915,94
6224,93
6632,93
8080,93
8542,93
8709,93
19255,93
20497,93
21255,93
27958,93
28227,93
29290,93
31025,93
32724,93
48851,93
49037,93
50272,93
51798,93
54585,93
62282,93
64340,93
64380,93
64426,93
65347,93
65356,93
66331,93
69583,93
70807,93
72829,93
72875,93
10285,92
12364,92
13275,92
14952,92
19544,92
20147,92
25737,92
26587,92
29543,92
29609,92
31594,92
35110,92
35560,92
38966,92
41177,92
44322,92
47727,92
47760,92
48821,92
50891,92
51420,92
51685,92
55361,92
56964,92
57168,92
60601,92
61208,92
62391,92
64431,92
69890,92
70734,92
70873,92
73143,92
73719,92
74270,92
27,91
2138,91
7480,91
9535,91
12410,91
12760,91
15546,91
16997,91
19467,91
20482,91
27955,91
30021,91
34467,91
35882,91
37049,91
37572,91
41618,91
43708,91
47016,91
48559,91
50776,91
52380,91
52703,91
52886,91
54183,91
54350,91
54398,91
54610,91
55279,91
58043,91
61728,91
62235,91
62261,91
63458,91
63490,91
67671,91
68387,91
68651,91
72745,91
74406,91
7030,90
11283,90
15881,90
16159,90
17847,90
21879,90
26181,90
27715,90
32740,90
41026,90
45544,90
47207,90
48128,90
50515,90
54135,90
57585,90
63083,90
64039,90
64108,90
65443,90
66536,90
67010,90
67231,90
69996,90
71334,90
71484,90
73179,90
74138,90
10211,89
10257,89
22668,89
24754,89
28162,89
29973,89
30456,89
33968,89
37807,89
41546,89
43506,89
47152,89
49526,89
51908,89
54910,89
59511,89
60960,89
62115,89
67525,89
69068,89
70179,89
70917,89
71878,89
72019,89
73500,89
4213,88
10063,88
17249,88
23897,88
25247,88
25786,88
25892,88
27183,88
27287,88
28575,88
31088,88
31880,88
34418,88
37675,88
38978,88
42496,88
43280,88
52626,88
53297,88
55156,88
58621,88
64056,88
65074,88
66421,88
66814,88
66975,88
67474,88
67625,88
69235,88
72707,88
73326,88
8822,87
8988,87
11205,87
14458,87
14981,87
16824,87
17134,87
18614,87
22040,87
22966,87
24301,87
25832,87
26613,87
27723,87
30714,87
30886,87
31917,87
33327,87
37604,87
41186,87
42309,87
44263,87
47969,87
48491,87
48879,87
52430,87
55453,87
55986,87
57880,87
60161,87
60830,87
64635,87
65009,87
67411,87
70782,87
71515,87
72334,87
73264,87
73685,87
9466,86
14133,86
16462,86
17563,86
20235,86
22093,86
28727,86
29212,86
31540,86
37383,86
37972,86
38855,86
45066,86
45398,86
45485,86
50386,86
51421,86
53841,86
53855,86
55107,86
56141,86
57424,86
58484,86
58499,86
58631,86
59040,86
60556,86
61814,86
62618,86
66061,86
66180,86
66432,86
66543,86
67060,86
68600,86
68830,86
70570,86
70736,86
71973,86
72215,86
72550,86
73166,86
73220,86
73319,86
73603,86
74181,86
74338,86
74397,86
6376,85
9376,85
11769,85
12478,85
15415,85
15745,85
15782,85
17200,85
18489,85
19391,85
22587,85
27048,85
28114,85
28584,85
29795,85
32508,85
32855,85
33372,85
36037,85
37000,85
38480,85
38808,85
38934,85
43734,85
44650,85
45031,85
45826,85
49721,85
50667,85
53668,85
54275,85
57398,85
61477,85
62355,85
63869,85
63952,85
64442,85
67108,85
68063,85
69060,85
69373,85
71261,85
71700,85
72037,85
72543,85
72887,85
73200,85
74413,85
1233,84
1935,84
7835,84
8518,84
13967,84
16708,84
17397,84
17587,84
20207,84
20214,84
21472,84
22195,84
23049,84
23344,84
23650,84
25141,84
32907,84
35172,84
35801,84
41898,84
41981,84
43060,84
44695,84
44718,84
45154,84
46102,84
48127,84
49028,84
50249,84
51881,84
52507,84
53310,84
53547,84
54016,84
56333,84
56746,84
56778,84
57994,84
62074,84
63204,84
64384,84
64670,84
65630,84
66787,84
67614,84
68686,84
70339,84
70366,84
74060,84
1812,83
11421,83
11926,83
23976,83
24101,83
29516,83
30092,83
30420,83
32418,83
32573,83
35466,83
35914,83
36483,83
36838,83
41112,83
41657,83
42742,83
46305,83
46609,83
48216,83
48877,83
50826,83
51510,83
51843,83
53200,83
53208,83
54516,83
58250,83
59465,83
60043,83
61744,83
61901,83
63534,83
65522,83
66554,83
68137,83
68339,83
72364,83
73159,83
73172,83
2073,82
7887,82
8847,82
9926,82
10458,82
12664,82
12688,82
12921,82
13483,82
16378,82
18460,82
19066,82
21081,82
22784,82
24261,82
26144,82
30330,82
31526,82
33481,82
33909,82
37774,82
38234,82
44099,82
46492,82
46939,82
47360,82
47749,82
47853,82
50965,82
53571,82
55354,82
55443,82
58044,82
60738,82
62898,82
64003,82
64274,82
64887,82
67206,82
67926,82
68146,82
68813,82
69640,82
73348,82
73428,82
73740,82
73801,82
8107,81
8401,81
9776,81
11147,81
11236,81
12229,81
13215,81
14475,81
15368,81
16377,81
18688,81
19036,81
22056,81
23148,81
23392,81
24859,81
27554,81
27626,81
29409,81
31695,81
32362,81
32441,81
32577,81
34750,81
38239,81
38338,81
41127,81
44474,81
45737,81
45969,81
48362,81
49662,81
51650,81
52330,81
52774,81
53445,81
56428,81
56432,81
58381,81
58400,81
59188,81
61949,81
62421,81
64462,81
64485,81
66152,81
66298,81
68634,81
69194,81
69606,81
70925,81
71560,81
71654,81
72200,81
73479,81
73673,81
73814,81
74161,81
7319,80
7431,80
8381,80
16826,80
18934,80
19697,80
20395,80
20938,80
22223,80
23762,80
23872,80
26265,80
27369,80
28016,80
28779,80
29517,80
30272,80
33849,80
34012,80
35036,80
35640,80
36766,80
38311,80
39014,80
40817,80
41326,80
43311,80
43587,80
48107,80
50461,80
51654,80
53563,80
53857,80
54795,80
57007,80
57838,80
57892,80
60164,80
60236,80
61520,80
63998,80
66064,80
67018,80
67395,80
68018,80
68430,80
70061,80
70202,80
70222,80
72062,80
72554,80
73599,80
73645,80
74250,80
7526,79
8061,79
9936,79
12968,79
13817,79
16025,79
16707,79
18443,79
19203,79
19980,79
21841,79
21903,79
28950,79
29199,79
29476,79
31488,79
34222,79
35119,79
35264,79
35322,79
37683,79
41106,79
41507,79
41587,79
42644,79
44024,79
44541,79
48731,79
52081,79
52797,79
54906,79
55823,79
59973,79
61869,79
64833,79
65673,79
65895,79
65984,79
67317,79
67508,79
68815,79
73173,79
73272,79
73358,79
3361,78
7201,78
7241,78
9117,78
12013,78
13928,78
15459,78
16699,78
18775,78
20158,78
20594,78
22225,78
22942,78
26366,78
26463,78
29323,78
29594,78
31799,78
32024,78
32101,78
34206,78
35745,78
36129,78
36140,78
36267,78
41935,78
42629,78
42844,78
44653,78
45312,78
49629,78
51009,78
51915,78
52350,78
52578,78
53453,78
54091,78
54655,78
55840,78
56999,78
57145,78
58356,78
61811,78
62299,78
62329,78
65225,78
66109,78
70944,78
72067,78
73023,78
73584,78
10884,77
11374,77
12033,77
13096,77
14725,77
17707,77
18872,77
20940,77
23086,77
23346,77
25782,77
30520,77
30663,77
30735,77
30920,77
32428,77
33965,77
35352,77
36878,77
38181,77
38220,77
38295,77
38999,77
39293,77
42080,77
42220,77
44176,77
44781,77
47018,77
48161,77
51248,77
51624,77
52526,77
53107,77
54281,77
56413,77
57129,77
57336,77
58078,77
58652,77
61186,77
61305,77
62024,77
62509,77
62820,77
63993,77
64008,77
65419,77
65723,77
66947,77
67623,77
68151,77
68632,77
69597,77
70097,77
70954,77
71041,77
72351,77
74230,77
254,76
833,76
2989,76
6167,76
6795,76
7655,76
10535,76
11465,76
11727,76
13123,76
16516,76
17627,76
17721,76
18893,76
19057,76
19991,76
20324,76
21576,76
22046,76
22363,76
22892,76
23135,76
25145,76
25994,76
26448,76
26984,76
29771,76
30263,76
32065,76
32304,76
34319,76
35076,76
36407,76
41209,76
41414,76
43213,76
44022,76
44139,76
44512,76
45970,76
46558,76
48081,76
48515,76
48703,76
49272,76
49868,76
51059,76
51081,76
52894,76
53548,76
53601,76
53937,76
55297,76
56382,76
57383,76
57785,76
57825,76
59938,76
62890,76
63063,76
64908,76
65508,76
67290,76
69348,76
69904,76
70414,76
70801,76
71664,76
1569,75
6692,75
13885,75
18587,75
18595,75
22836,75
24485,75
26838,75
26901,75
26947,75
30231,75
30476,75
31098,75
31611,75
31725,75
32053,75
32864,75
33510,75
34526,75
35238,75
38793,75
39062,75
41064,75
43476,75
44760,75
45936,75
48827,75
49571,75
50112,75
50901,75
51473,75
51517,75
53482,75
54186,75
54202,75
54365,75
56062,75
56148,75
56475,75
56500,75
56872,75
56915,75
57069,75
58098,75
59883,75
60348,75
61096,75
61449,75
62425,75
65218,75
65981,75
66099,75
66532,75
67530,75
68210,75
69707,75
72195,75
72356,75
72661,75
73631,75
74184,75
74404,75
6763,74
11258,74
13010,74
13172,74
13386,74
13712,74
14351,74
15224,74
18528,74
18894,74
20094,74
21681,74
21830,74
26405,74
27485,74
27866,74
29665,74
29970,74
30386,74
31340,74
31596,74
33298,74
34734,74
36226,74
36425,74
38577,74
40531,74
41211,74
41563,74
42073,74
44964,74
45645,74
45904,74
46931,74
48659,74
51573,74
54137,74
56184,74
59320,74
59866,74
60349,74
60656,74
60896,74
62269,74
63627,74
65288,74
66002,74
67243,74
68044,74
68318,74
68418,74
68603,74
68824,74
69143,74
69656,74
71220,74
71550,74
7262,73
11197,73
11476,73
13064,73
14250,73
15078,73
15976,73
18374,73
19021,73
20961,73
21199,73
21597,73
24051,73
25106,73
27339,73
28342,73
30319,73
30327,73
30381,73
30536,73
30564,73
30939,73
31907,73
38167,73
38245,73
39186,73
39566,73
40876,73
41332,73
44193,73
44216,73
46082,73
48148,73
48528,73
49638,73
53266,73
53635,73
54959,73
55445,73
55745,73
55829,73
56665,73
57363,73
57621,73
59595,73
59747,73
60922,73
62866,73
66379,73
68277,73
68746,73
68946,73
69303,73
69441,73
69824,73
70671,73
71142,73
71713,73
72237,73
72383,73
2110,72
2198,72
2487,72
5295,72
6871,72
7105,72
7993,72
8476,72
9662,72
11138,72
12944,72
13599,72
14063,72
16454,72
16884,72
17050,72
18758,72
19264,72
19354,72
22972,72
24364,72
27133,72
31666,72
34500,72
35334,72
35458,72
35699,72
36088,72
37036,72
38933,72
39376,72
41849,72
42134,72
42474,72
45048,72
45466,72
46064,72
48253,72
48304,72
48500,72
49197,72
49641,72
50404,72
52476,72
54812,72
54878,72
55245,72
55253,72
55426,72
56280,72
56557,72
57295,72
58643,72
59642,72
60159,72
60993,72
61183,72
61670,72
61968,72
63022,72
63464,72
63483,72
66213,72
66344,72
66825,72
67465,72
68531,72
68892,72
70137,72
71125,72
71558,72
71776,72
71892,72
73510,72
6630,71
7090,71
9083,71
10912,71
11673,71
11925,71
13320,71
15129,71
15845,71
18671,71
18693,71
19613,71
22522,71
24052,71
25902,71
25935,71
27583,71
28788,71
28967,71
29560,71
30258,71
30726,71
30984,71
32371,71
33111,71
34293,71
35273,71
35596,71
37025,71
40775,71
40818,71
40880,71
42806,71
43537,71
44526,71
44528,71
44666,71
45533,71
45665,71
45839,71
47398,71
47871,71
48126,71
48170,71
49048,71
49214,71
52326,71
53160,71
56304,71
56490,71
57800,71
58091,71
62286,71
63154,71
66780,71
66906,71
67884,71
68422,71
69164,71
69416,71
69625,71
70976,71
71051,71
72716,71
73034,71
1624,70
11879,70
12039,70
12494,70
12876,70
12911,70
13306,70
13571,70
15485,70
16219,70
16614,70
16842,70
18555,70
19616,70
23134,70
23320,70
23661,70
24181,70
24599,70
25480,70
26084,70
27274,70
28234,70
28293,70
29825,70
30478,70
31886,70
33397,70
33679,70
33983,70
36047,70
36746,70
37252,70
38522,70
38602,70
48571,70
48594,70
50291,70
50480,70
51987,70
52535,70
52884,70
52932,70
53539,70
56262,70
56401,70
56431,70
56842,70
56914,70
57951,70
59057,70
60299,70
60592,70
63014,70
66126,70
66784,70
