244,51,2,880606923
298,474,4,884182806
305,451,3,886324817
62,257,2,879372434
286,1014,5,879781125
200,222,5,876042340
224,29,3,888104457
299,144,4,877881320
291,118,2,874833878
308,1,4,887736532
95,546,2,879196566
63,277,4,875747401
160,234,5,876861185
290,88,4,880731963
7,32,4,891350932
287,327,5,875333916
246,201,5,884921594
99,4,5,886519097
251,100,4,886271884
25,181,5,885853415
59,196,5,888205088
87,384,4,879877127
13,526,3,882141053
167,232,1,892738341
60,427,5,883326620
243,15,3,879987440
178,248,4,882823954
293,5,3,888906576
299,229,3,878192429
276,54,3,874791025
291,144,5,874835091
267,518,5,878971773
42,403,3,881108684
87,1016,4,879876194
279,154,5,875296291
145,275,2,885557505
28,209,4,881961214
286,208,4,877531942
293,685,3,888905170
216,144,4,880234639
250,496,4,878090499
160,174,5,876860807
42,96,5,881107178
168,151,5,884288058
58,144,4,884304936
62,21,3,879373460
128,485,3,879966895
298,317,4,884182806
194,385,2,879524643
250,264,3,878089182
82,135,3,878769629
293,471,3,888904884
216,658,3,880245029
59,23,5,888205300
244,815,4,880605185
7,479,4,891352010
244,756,2,880605157
305,427,5,886323090
57,419,3,883698454
84,405,3,883452363
269,504,4,891449922
160,135,4,876860807
99,268,3,885678247
85,427,3,879456350
121,514,3,891387947
49,559,2,888067405
268,231,4,875744136
43,137,4,875975656
26,258,3,891347949
7,455,4,891353086
222,755,4,878183481
200,673,5,884128554
119,328,4,876923913
276,322,3,874786392
38,328,4,892428688
26,930,2,891385985
130,216,4,875216545
72,48,4,880036718
56,755,3,892910207
15,405,2,879455957
292,174,5,881105481
232,483,5,888549622
305,471,4,886323648
125,235,2,892838559
83,234,4,887665548
194,181,3,879521396
151,10,5,879524921
54,106,3,880937882
303,69,5,879467542
305,214,2,886323068
194,1028,2,879541148
91,323,2,891438397
87,554,4,879875940
294,109,4,877819599
200,318,5,884128458
207,591,3,876018608
70,746,3,884150257
63,242,3,875747190
28,201,3,881961671
194,54,3,879525876
303,815,3,879485532
119,237,5,874775038
295,218,5,879966498
268,930,2,875742942
233,202,5,879394264
301,56,4,882076587
307,89,5,879283786
234,141,3,892334609
83,576,4,880308755
181,264,2,878961624
297,133,4,875240090
269,367,3,891450023
193,96,1,889124507
130,1014,3,876250718
119,222,5,874775311
222,118,4,877563802
279,501,3,875308843
181,3,2,878963441
13,198,3,881515193
145,237,5,875270570
23,385,4,874786462
42,546,3,881105817
301,554,3,882078830
95,135,3,879197562
244,673,3,880606667
13,215,5,882140588
145,15,2,875270655
184,218,3,889909840
128,204,4,879967478
1,33,4,878542699
1,160,4,875072547
23,323,2,874784266
301,227,3,882077222
301,191,3,882075672
82,183,3,878769848
222,724,3,878181976
303,134,5,879467959
254,662,4,887347350
267,410,4,878970785
13,56,5,881515011
286,237,2,875806800
92,229,3,875656201
144,89,3,888105691
200,96,5,884129409
271,709,3,885849325
275,597,3,876197678
222,151,3,878182109
207,258,4,877879172
271,378,4,885849447
305,425,4,886324486
10,175,3,877888677
43,323,3,875975110
21,558,5,874951695
197,96,5,891409839
194,66,3,879527264
268,62,3,875310824
121,291,3,891390477
269,845,1,891456255
275,405,2,876197645
102,823,3,888801465
256,781,5,882165296
263,176,5,891299752
43,815,4,883956189
249,188,4,879641067
144,699,4,888106106
301,604,4,882075994
92,501,2,875653665
293,135,5,888905550
59,715,5,888205921
5,17,4,875636198
23,196,2,874786926
128,15,4,879968827
239,56,4,889179478
291,80,4,875086354
250,238,4,878089963
181,325,2,878961814
287,1,5,875334088
216,531,4,880233810
213,176,4,878956338
117,1047,2,881009697
11,558,3,891904214
65,47,2,879216672
269,217,2,891451610
85,259,2,881705026
91,480,4,891438875
215,211,4,891436202
303,404,4,879468375
303,252,3,879544791
7,430,3,891352178
73,480,4,888625753
263,419,5,891299514
70,431,3,884150257
221,475,4,875244204
72,182,5,880036515
25,357,4,885852757
290,50,5,880473582
189,526,4,893266205
299,303,3,877618584
63,289,2,875746985
13,229,4,882397650
235,185,4,889655435
54,742,5,880934806
63,762,3,875747688
11,732,3,891904596
8,550,3,879362356
307,174,4,879283480
72,54,3,880036854
117,150,4,880125101
94,184,2,891720862
130,109,3,874953794
94,720,1,891723593
254,229,4,886474580
64,381,4,879365491
151,176,2,879524293
181,306,1,878962006
293,249,3,888905229
308,427,4,887736584
109,8,3,880572642
198,58,3,884208173
128,603,5,879966839
90,289,3,891382310
21,222,2,874951382
301,33,4,882078228
