260,50,13032,583
1584,258,639,509
608,100,13320,508
1210,181,7433,507
1,1,20725,452
1594,300,383,431
780,121,23605,429
1198,174,2825,420
296,56,30515,394
1393,237,5042,384
1356,222,7801,365
1270,204,2331,350
648,405,20052,344
1291,210,2378,331
1073,151,11489,326
356,69,21801,321
1580,257,1152,303
36,9,13122,299
25,276,14531,298
527,318,12881,298
110,22,17220,297
589,96,16844,295
1609,328,199,295
62,15,15774,293
736,118,21400,293
1214,183,1839,291
1307,216,1850,290
1200,176,1882,284
1265,202,1873,280
1387,234,1471,280
150,28,31263,276
1225,191,1652,276
541,89,2920,275
17,275,14169,268
832,742,5883,267
1193,357,1699,264
924,135,1770,259
1416,289,1466,259
1394,238,1107,256
1491,268,444,255
95,546,17472,254
357,70,11983,251
1246,196,1969,251
778,475,5624,250
802,125,7684,244
1036,144,3470,243
912,483,1579,243
1438,323,1064,240
1219,185,1495,239
953,496,1240,231
1259,655,1583,227
1213,182,1333,226
1208,180,1378,221
647,471,3610,221
1101,161,2182,220
34,8,13709,219
1207,427,1028,219
1515,678,531,219
1422,322,387,218
1391,235,3255,217
1304,435,1177,216
539,88,12809,213
1302,215,1276,212
21,4,12386,209
904,603,1207,209
1199,175,1040,208
380,385,29383,208
1294,211,1210,206
786,597,10986,206
595,588,20584,202
592,403,32868,201
1278,208,1179,200
1376,230,1252,199
923,134,1155,198
1293,527,832,195
1573,298,592,194
750,474,1347,194
852,284,5042,193
500,393,14849,192
1288,209,945,191
800,124,2087,187
52,13,6034,184
111,23,5555,182
1266,203,1192,182
1230,514,869,180
440,732,10089,180
903,479,919,179
908,480,949,179
349,566,22363,179
1028,419,1843,178
628,591,5861,178
838,283,2357,177
497,83,5630,176
1042,845,2400,176
300,58,12766,175
1623,326,106,175
1613,327,120,175
1080,154,1899,174
1282,432,1066,174
1204,511,870,173
