260,50,13032,583
1584,258,639,509
608,100,13320,508
1210,181,7433,507
1,1,20725,452
1594,300,383,431
780,121,23605,429
1198,174,2825,420
296,56,30515,394
1393,237,5042,384
1356,222,7801,365
1270,204,2331,350
648,405,20052,344
1291,210,2378,331
1073,151,11489,326
356,69,21801,321
1580,257,1152,303
36,9,13122,299
25,276,14531,298
527,318,12881,298
110,22,17220,297
589,96,16844,295
1609,328,199,295
62,15,15774,293
736,118,21400,293
1214,183,1839,291
1307,216,1850,290
1200,176,1882,284
1265,202,1873,280
1387,234,1471,280
150,28,31263,276
1225,191,1652,276
541,89,2920,275
17,275,14169,268
832,742,5883,267
1193,357,1699,264
924,135,1770,259
1416,289,1466,259
1394,238,1107,256
1491,268,444,255
95,546,17472,254
357,70,11983,251
1246,196,1969,251
778,475,5624,250
802,125,7684,244
1036,144,3470,243
912,483,1579,243
1438,323,1064,240
1219,185,1495,239
953,496,1240,231
1259,655,1583,227
1213,182,1333,226
1208,180,1378,221
647,471,3610,221
1101,161,2182,220
34,8,13709,219
1207,427,1028,219
1515,678,531,219
1422,322,387,218
1391,235,3255,217
1304,435,1177,216
539,88,12809,213
1302,215,1276,212
21,4,12386,209
904,603,1207,209
1199,175,1040,208
380,385,29383,208
1294,211,1210,206
786,597,10986,206
595,588,20584,202
592,403,32868,201
1278,208,1179,200
1376,230,1252,199
923,134,1155,198
1293,527,832,195
1573,298,592,194
750,474,1347,194
852,284,5042,193
500,393,14849,192
1288,209,945,191
800,124,2087,187
52,13,6034,184
111,23,5555,182
1266,203,1192,182
1230,514,869,180
440,732,10089,180
903,479,919,179
908,480,949,179
349,566,22363,179
1028,419,1843,178
628,591,5861,178
838,283,2357,177
497,83,5630,176
1042,845,2400,176
300,58,12766,175
1623,326,106,175
1613,327,120,175
1080,154,1899,174
1282,432,1066,174
1204,511,870,173
594,99,5947,172
1569,255,479,172
920,133,1030,171
994,137,972,171
1343,218,1160,171
1375,229,1055,171
1285,433,1034,171
6,433,11765,171
1242,651,1036,171
1222,188,1116,170
39,367,10929,170
1380,451,1082,170
1061,628,3128,169
474,684,8902,169
1057,319,514,168
1370,226,1362,166
1276,523,814,164
597,739,13894,164
339,66,15937,162
1586,259,202,162
1041,285,1570,162
785,410,3262,162
1372,227,978,161
1500,248,711,160
480,252,20560,158
653,472,7446,158
1060,150,822,157
494,685,10161,157
1405,240,3532,156
47,690,14422,155
161,31,16452,154
1275,431,1179,153
165,550,24003,151
1396,239,968,150
104,763,7673,149
223,42,5091,148
1089,156,1396,148
3,1028,11022,148
1466,293,959,147
1252,654,783,147
1429,455,1249,145
1607,358,176,143
1377,231,934,142
253,559,15673,137
508,735,8179,137
1552,1016,784,137
1272,205,654,136
1560,303,106,134
719,1047,4917,134
235,47,6483,133
671,109,2631,130
1517,249,743,130
1022,418,1284,129
1357,531,1793,129
288,53,14760,128
368,73,6644,128
1483,325,397,128
5,756,11173,128
316,62,19541,127
1090,157,1298,127
1249,198,759,127
1615,260,91,127
1459,291,846,127
661,473,4932,126
728,116,1748,125
1203,178,624,125
1464,324,390,125
914,485,716,125
1224,190,611,124
1287,526,819,124
1029,501,1299,123
1084,504,1867,122
1172,170,694,121
1235,428,644,121
1345,447,741,121
1185,509,747,121
1339,217,919,120
1297,746,587,119
1409,866,2033,119
246,48,4301,117
1446,242,189,117
1371,449,972,117
1215,184,645,116
1228,192,631,116
329,380,19100,116
1292,663,697,116
1269,659,616,115
94,762,2526,115
153,29,24262,114
1298,214,581,114
1465,292,200,114
562,93,1472,112
605,815,1262,112
1367,225,3358,109
553,470,7671,108
1124,162,695,106
1059,421,2434,106
954,136,446,105
292,54,17205,104
555,92,5451,104
